raw_log,environment,level,service_name,module,error_code,affected_users_count,frequency_last_24h,days_since_release,is_payment_related,is_auth_related,is_db_error,is_timeout,is_rate_limit,is_oom,is_exception,is_failed,has_customer_impact,has_workaround,sla_breach_risk,is_crash,customer_tier,repeat_count_same_pattern,high_priority
2026-04-15T10:39:33Z ERROR integrations-service Partner webhook failed partner=tenant-19 error=PARTNER_API_DOWN env=prod every request failing exception raised,prod,ERROR,integrations-service,integrations,PARTNER_API_DOWN,155,126,21,0,0,0,0,0,0,1,1,0,0,0,0,pro,73,1
2026-04-15T10:40:40Z WARN auth-service Login failed for user=3060 reason=OUT_OF_MEMORY env=dev repeated spike after deploy sla breach risk manual retry possible exception raised,dev,WARN,auth-service,auth,OUT_OF_MEMORY,85,66,1,0,1,0,0,0,0,1,1,1,0,1,0,free,7,1
2026-04-15T10:41:47Z ERROR payment-service Charge failed order_id=11061 user=3061 error=DB_TIMEOUT env=dev single request failure every request failing sla breach risk exception raised,dev,ERROR,payment-service,payments,DB_TIMEOUT,175,146,21,1,0,1,1,0,0,1,1,1,0,1,0,free,8,1
2026-04-15T10:42:54Z ERROR search-service Search query failed user=3062 error=INDEX_UNAVAILABLE env=prod all users impacted fallback available workaround manual retry possible,prod,ERROR,search-service,search,INDEX_UNAVAILABLE,655,26,21,0,0,0,0,0,0,0,1,1,1,0,0,pro,70,1
2026-04-15T10:43:01Z ERROR search-service Search query failed user=3063 error=SEARCH_TIMEOUT env=prod urgent sev1 post-deploy regression,prod,ERROR,search-service,search,SEARCH_TIMEOUT,155,46,1,0,0,0,1,0,0,0,1,1,0,1,0,pro,77,1
2026-04-15T10:44:08Z ERROR reporting-service Scheduled export failed tenant=tenant-24 error=EXPORT_TIMEOUT env=prod manual retry possible single request failure,prod,ERROR,reporting-service,reporting,EXPORT_TIMEOUT,155,46,21,0,0,0,1,0,0,0,1,0,0,0,0,pro,68,1
2026-04-15T10:45:15Z ERROR search-service Search query failed user=3065 error=INDEX_UNAVAILABLE env=staging enterprise customer affected fallback available workaround,staging,ERROR,search-service,search,INDEX_UNAVAILABLE,225,26,21,0,0,0,0,0,0,0,1,1,1,0,0,enterprise,26,1
2026-04-15T10:46:22Z ERROR integrations-service Partner webhook failed partner=tenant-26 error=WEBHOOK_TIMEOUT env=dev customer complaint opened enterprise customer affected,dev,ERROR,integrations-service,integrations,WEBHOOK_TIMEOUT,205,46,21,0,0,0,1,0,0,0,1,1,0,0,0,enterprise,24,1
2026-04-15T10:47:29Z ERROR reporting-service Scheduled export failed tenant=tenant-27 error=DB_TIMEOUT env=prod sla breach risk exception raised,prod,ERROR,reporting-service,reporting,DB_TIMEOUT,155,46,21,0,0,1,1,0,0,1,1,0,0,1,0,pro,53,1
2026-04-15T10:48:36Z ERROR reporting-service Scheduled export failed tenant=tenant-28 error=EXPORT_TIMEOUT env=prod all users impacted urgent sev1,prod,ERROR,reporting-service,reporting,EXPORT_TIMEOUT,655,46,21,0,0,0,1,0,0,0,1,1,0,1,0,pro,68,1
2026-04-15T10:49:43Z ERROR frontend-service Checkout button not responding for browser=safari env=dev repeated spike after deploy fallback available workaround,dev,ERROR,frontend-service,ui,UNKNOWN,175,61,1,1,0,0,0,0,0,0,0,1,1,0,0,free,26,0
2026-04-15T10:50:50Z INFO ui-service Frontend exception during checkout env=staging repeated spike after deploy every request failing,staging,INFO,ui-service,ui,UNKNOWN,145,151,1,1,0,0,0,0,0,1,0,1,0,0,0,free,27,1
2026-04-15T10:51:57Z WARN notification-service SMTP timeout for customer=3071 env=prod single request failure all users impacted,prod,WARN,notification-service,notifications,UNKNOWN,605,21,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,138,1
2026-04-15T10:52:04Z WARN search-service Search query failed user=3072 error=SEARCH_TIMEOUT env=prod all users impacted sla breach risk vip tenant impacted,prod,WARN,search-service,search,SEARCH_TIMEOUT,755,36,21,0,0,0,1,0,0,0,1,1,0,1,0,enterprise,77,1
2026-04-15T10:53:11Z ERROR checkout-service Checkout request rejected for user=3073 error=DB_TIMEOUT env=staging enterprise customer affected every request failing exception raised,staging,ERROR,checkout-service,payments,DB_TIMEOUT,345,131,21,1,0,1,1,0,0,1,1,1,0,0,0,enterprise,12,1
2026-04-15T10:54:18Z ERROR identity-service Session validation failed for user=3074 reason=DB_TIMEOUT env=prod customer complaint opened exception raised,prod,ERROR,identity-service,auth,DB_TIMEOUT,155,46,21,0,1,1,1,0,0,1,1,1,0,0,0,pro,22,1
2026-04-15T10:55:25Z FATAL frontend-service Checkout button not responding for browser=safari env=prod fallback available workaround sla breach risk all users impacted crash detected,prod,FATAL,frontend-service,ui,UNKNOWN,845,31,21,1,0,0,0,0,0,0,0,1,1,1,1,pro,93,1
2026-04-15T10:56:32Z ERROR integrations-service Partner webhook failed partner=tenant-36 error=WEBHOOK_TIMEOUT env=dev vip tenant impacted,dev,ERROR,integrations-service,integrations,WEBHOOK_TIMEOUT,205,46,21,0,0,0,1,0,0,0,1,0,0,0,0,enterprise,24,0
2026-04-15T10:57:39Z INFO notification-service SMTP timeout for customer=3077 env=prod post-deploy regression,prod,INFO,notification-service,notifications,UNKNOWN,105,21,1,0,0,0,1,0,0,0,0,1,0,0,0,pro,138,1
2026-04-15T10:58:46Z ERROR checkout-service Checkout request rejected for user=3078 error=DB_TIMEOUT env=prod single request failure checkout impacted exception raised,prod,ERROR,checkout-service,payments,DB_TIMEOUT,275,31,21,1,0,1,1,0,0,1,1,1,0,0,0,pro,20,1
2026-04-15T10:59:53Z ERROR integrations-service Partner webhook failed partner=tenant-39 error=PARTNER_API_DOWN env=staging post-deploy regression manual retry possible exception raised,staging,ERROR,integrations-service,integrations,PARTNER_API_DOWN,75,26,1,0,0,0,0,0,0,1,1,0,0,0,0,free,25,1
2026-04-15T10:00:00Z ERROR search-service Search query failed user=3080 error=INDEX_UNAVAILABLE env=prod customer complaint opened sla breach risk vip tenant impacted,prod,ERROR,search-service,search,INDEX_UNAVAILABLE,305,26,21,0,0,0,0,0,0,0,1,1,0,1,0,enterprise,70,1
2026-04-15T10:01:07Z ERROR notification-service SMTP timeout for customer=3081 env=prod urgent sev1 all users impacted,prod,ERROR,notification-service,notifications,UNKNOWN,655,31,21,0,0,0,1,0,0,0,0,1,0,1,0,pro,138,1
2026-04-15T10:02:14Z INFO reporting-service Scheduled export failed tenant=tenant-2 error=DB_TIMEOUT env=prod single request failure exception raised,prod,INFO,reporting-service,reporting,DB_TIMEOUT,105,36,21,0,0,1,1,0,0,1,1,0,0,0,0,pro,53,1
2026-04-15T10:03:21Z FATAL identity-service Session validation failed for user=3083 reason=SESSION_INVALID env=staging vip tenant impacted crash detected,staging,FATAL,identity-service,auth,SESSION_INVALID,295,46,21,0,1,0,0,0,0,0,1,1,0,0,1,enterprise,4,1
2026-04-15T10:04:28Z ERROR auth-service Login failed for user=3084 reason=DB_TIMEOUT env=dev all users impacted exception raised,dev,ERROR,auth-service,auth,DB_TIMEOUT,635,46,21,0,1,1,1,0,0,1,1,1,0,0,0,free,4,1
2026-04-15T10:05:35Z ERROR payment-service Charge failed order_id=11085 user=3085 error=CARD_TOKEN_ERROR env=dev enterprise customer affected urgent sev1,dev,ERROR,payment-service,payments,CARD_TOKEN_ERROR,325,26,21,1,1,0,0,0,0,0,1,1,0,1,0,enterprise,6,1
2026-04-15T10:06:42Z ERROR notification-service SMTP timeout for customer=3086 env=staging fallback available workaround,staging,ERROR,notification-service,notifications,UNKNOWN,75,31,21,0,0,0,1,0,0,0,0,1,1,0,0,free,74,1
2026-04-15T10:07:49Z INFO notification-service SMTP timeout for customer=3087 env=dev post-deploy regression customer complaint opened,dev,INFO,notification-service,notifications,UNKNOWN,5,21,1,0,0,0,1,0,0,0,0,1,0,0,0,free,54,0
2026-04-15T10:08:56Z ERROR integrations-service Partner webhook failed partner=tenant-8 error=PARTNER_API_DOWN env=dev fallback available workaround vip tenant impacted exception raised,dev,ERROR,integrations-service,integrations,PARTNER_API_DOWN,205,26,21,0,0,0,0,0,0,1,1,0,1,0,0,enterprise,20,0
2026-04-15T10:09:03Z WARN ui-service Frontend exception during checkout env=dev every request failing,dev,WARN,ui-service,ui,UNKNOWN,125,101,21,1,0,0,0,0,0,1,0,1,0,0,0,free,23,0
2026-04-15T10:10:10Z INFO notification-service SMTP timeout for customer=3090 env=prod urgent sev1 every request failing customer complaint opened,prod,INFO,notification-service,notifications,UNKNOWN,105,121,21,0,0,0,1,0,0,0,0,1,0,1,0,pro,138,1
2026-04-15T10:11:17Z FATAL reporting-service Scheduled export failed tenant=tenant-11 error=EXPORT_TIMEOUT env=prod vip tenant impacted crash detected,prod,FATAL,reporting-service,reporting,EXPORT_TIMEOUT,375,66,21,0,0,0,1,0,0,0,1,0,0,0,1,enterprise,68,1
2026-04-15T10:12:24Z ERROR identity-service Session validation failed for user=3092 reason=OUT_OF_MEMORY env=dev vip tenant impacted sla breach risk customer complaint opened exception raised,dev,ERROR,identity-service,auth,OUT_OF_MEMORY,205,26,21,0,1,0,0,0,0,1,1,1,0,1,0,enterprise,8,1
2026-04-15T10:13:31Z ERROR integrations-service Partner webhook failed partner=tenant-13 error=PARTNER_API_DOWN env=dev every request failing exception raised,dev,ERROR,integrations-service,integrations,PARTNER_API_DOWN,55,126,21,0,0,0,0,0,0,1,1,0,0,0,0,free,20,0
2026-04-15T10:14:38Z FATAL payment-service Charge failed order_id=11094 user=3094 error=CARD_TOKEN_ERROR env=staging customer complaint opened enterprise customer affected sla breach risk crash detected,staging,FATAL,payment-service,payments,CARD_TOKEN_ERROR,415,46,21,1,1,0,0,0,0,0,1,1,0,1,1,enterprise,9,1
2026-04-15T10:15:45Z FATAL integrations-service Partner webhook failed partner=tenant-15 error=WEBHOOK_TIMEOUT env=dev urgent sev1 crash detected,dev,FATAL,integrations-service,integrations,WEBHOOK_TIMEOUT,125,66,21,0,0,0,1,0,0,0,1,0,0,1,1,free,24,0
2026-04-15T10:16:52Z ERROR search-service Search query failed user=3096 error=SEARCH_TIMEOUT env=staging repeated spike after deploy,staging,ERROR,search-service,search,SEARCH_TIMEOUT,75,96,1,0,0,0,1,0,0,0,1,1,0,0,0,free,18,0
2026-04-15T10:17:59Z ERROR reporting-service Scheduled export failed tenant=tenant-17 error=EXPORT_TIMEOUT env=prod enterprise customer affected,prod,ERROR,reporting-service,reporting,EXPORT_TIMEOUT,305,46,21,0,0,0,1,0,0,0,1,1,0,0,0,enterprise,68,1
2026-04-15T10:18:06Z FATAL checkout-service Checkout request rejected for user=3098 error=PAYMENT_GATEWAY_DOWN env=prod urgent sev1 manual retry possible checkout impacted crash detected exception raised,prod,FATAL,checkout-service,payments,PAYMENT_GATEWAY_DOWN,345,31,21,1,0,0,0,0,0,1,1,1,0,1,1,pro,16,1
2026-04-15T10:19:13Z ERROR reporting-service Scheduled export failed tenant=tenant-19 error=EXPORT_TIMEOUT env=prod repeated spike after deploy urgent sev1,prod,ERROR,reporting-service,reporting,EXPORT_TIMEOUT,155,96,1,0,0,0,1,0,0,0,1,0,0,1,0,pro,68,1
2026-04-15T10:20:20Z WARN notification-service SMTP timeout for customer=3100 env=dev all users impacted sla breach risk repeated spike after deploy,dev,WARN,notification-service,notifications,UNKNOWN,505,71,1,0,0,0,1,0,0,0,0,1,0,1,0,free,54,1
2026-04-15T10:21:27Z ERROR reporting-service Scheduled export failed tenant=tenant-21 error=DB_TIMEOUT env=prod enterprise customer affected fallback available workaround customer complaint opened exception raised,prod,ERROR,reporting-service,reporting,DB_TIMEOUT,305,46,21,0,0,1,1,0,0,1,1,1,1,0,0,enterprise,53,1
2026-04-15T10:22:34Z WARN auth-service Login failed for user=3102 reason=SESSION_INVALID env=dev every request failing urgent sev1 customer complaint opened,dev,WARN,auth-service,auth,SESSION_INVALID,85,116,21,0,1,0,0,0,0,0,1,1,0,1,0,free,8,1
2026-04-15T10:23:41Z ERROR notification-service SMTP timeout for customer=3103 env=prod all users impacted vip tenant impacted repeated spike after deploy,prod,ERROR,notification-service,notifications,UNKNOWN,805,81,1,0,0,0,1,0,0,0,0,1,0,0,0,enterprise,138,1
2026-04-15T10:24:48Z ERROR notification-service SMTP timeout for customer=3104 env=staging sla breach risk post-deploy regression single request failure,staging,ERROR,notification-service,notifications,UNKNOWN,75,31,1,0,0,0,1,0,0,0,1,1,0,1,0,free,74,1
2026-04-15T10:25:55Z ERROR search-service Search query failed user=3105 error=INDEX_UNAVAILABLE env=staging customer complaint opened post-deploy regression,staging,ERROR,search-service,search,INDEX_UNAVAILABLE,75,26,1,0,0,0,0,0,0,0,1,1,0,0,0,free,26,1
2026-04-15T10:26:02Z ERROR notification-service SMTP timeout for customer=3106 env=staging fallback available workaround,staging,ERROR,notification-service,notifications,UNKNOWN,75,31,21,0,0,0,1,0,0,0,0,1,1,0,0,free,74,0
2026-04-15T10:27:09Z INFO notification-service SMTP timeout for customer=3107 env=prod sla breach risk customer complaint opened single request failure,prod,INFO,notification-service,notifications,UNKNOWN,105,21,21,0,0,0,1,0,0,0,1,1,0,1,0,pro,138,1
2026-04-15T10:28:16Z WARN notification-service SMTP timeout for customer=3108 env=prod repeated spike after deploy fallback available workaround,prod,WARN,notification-service,notifications,UNKNOWN,105,71,1,0,0,0,1,0,0,0,0,1,1,0,0,pro,138,1
2026-04-15T10:29:23Z ERROR reporting-service Scheduled export failed tenant=tenant-29 error=EXPORT_TIMEOUT env=dev sla breach risk,dev,ERROR,reporting-service,reporting,EXPORT_TIMEOUT,55,46,21,0,0,0,1,0,0,0,1,0,0,1,0,free,22,0
2026-04-15T10:30:30Z ERROR search-service Search query failed user=3110 error=INDEX_UNAVAILABLE env=prod fallback available workaround,prod,ERROR,search-service,search,INDEX_UNAVAILABLE,155,26,21,0,0,0,0,0,0,0,1,1,1,0,0,pro,70,1
2026-04-15T10:31:37Z ERROR frontend-service Checkout button not responding for browser=safari env=staging repeated spike after deploy single request failure manual retry possible,staging,ERROR,frontend-service,ui,UNKNOWN,195,61,1,1,0,0,0,0,0,0,1,1,0,0,0,free,30,1
2026-04-15T10:32:44Z ERROR identity-service Session validation failed for user=3112 reason=TOKEN_EXPIRED env=dev all users impacted enterprise customer affected,dev,ERROR,identity-service,auth,TOKEN_EXPIRED,705,26,21,0,1,0,0,0,0,0,1,1,0,0,0,enterprise,5,1
2026-04-15T10:33:51Z WARN search-service Search query failed user=3113 error=INDEX_UNAVAILABLE env=prod sla breach risk vip tenant impacted,prod,WARN,search-service,search,INDEX_UNAVAILABLE,255,16,21,0,0,0,0,0,0,0,1,1,0,1,0,enterprise,70,1
2026-04-15T10:34:58Z WARN integrations-service Partner webhook failed partner=tenant-34 error=PARTNER_API_DOWN env=dev customer complaint opened exception raised,dev,WARN,integrations-service,integrations,PARTNER_API_DOWN,5,16,21,0,0,0,0,0,0,1,1,1,0,0,0,free,20,1
2026-04-15T10:35:05Z ERROR notification-service SMTP timeout for customer=3115 env=dev customer complaint opened,dev,ERROR,notification-service,notifications,UNKNOWN,55,31,21,0,0,0,1,0,0,0,0,1,0,0,0,free,54,1
2026-04-15T10:36:12Z ERROR identity-service Session validation failed for user=3116 reason=OUT_OF_MEMORY env=prod sla breach risk customer complaint opened exception raised,prod,ERROR,identity-service,auth,OUT_OF_MEMORY,155,26,21,0,1,0,0,0,0,1,1,1,0,1,0,pro,10,1
2026-04-15T10:37:19Z INFO integrations-service Partner webhook failed partner=tenant-37 error=WEBHOOK_TIMEOUT env=staging single request failure,staging,INFO,integrations-service,integrations,WEBHOOK_TIMEOUT,25,36,21,0,0,0,1,0,0,0,1,0,0,0,0,free,47,1
2026-04-15T10:38:26Z WARN reporting-service Scheduled export failed tenant=tenant-38 error=DB_TIMEOUT env=staging urgent sev1 sla breach risk exception raised,staging,WARN,reporting-service,reporting,DB_TIMEOUT,25,36,21,0,0,1,1,0,0,1,1,0,0,1,0,free,31,1
2026-04-15T10:39:33Z ERROR checkout-service Checkout request rejected for user=3119 error=DB_TIMEOUT env=prod post-deploy regression checkout impacted exception raised,prod,ERROR,checkout-service,payments,DB_TIMEOUT,275,31,1,1,0,1,1,0,0,1,1,1,0,0,0,pro,20,1
2026-04-15T10:40:40Z WARN payment-service Charge failed order_id=11120 user=3120 error=DB_TIMEOUT env=prod sla breach risk post-deploy regression checkout impacted exception raised,prod,WARN,payment-service,payments,DB_TIMEOUT,225,36,1,1,0,1,1,0,0,1,1,1,0,1,0,pro,18,1
2026-04-15T10:41:47Z WARN payment-service Charge failed order_id=11121 user=3121 error=CARD_TOKEN_ERROR env=prod sla breach risk checkout impacted,prod,WARN,payment-service,payments,CARD_TOKEN_ERROR,225,16,21,1,1,0,0,0,0,0,1,1,0,1,0,pro,16,1
2026-04-15T10:42:54Z ERROR notification-service SMTP timeout for customer=3122 env=dev fallback available workaround,dev,ERROR,notification-service,notifications,UNKNOWN,55,31,21,0,0,0,1,0,0,0,0,1,1,0,0,free,54,0
2026-04-15T10:43:01Z ERROR auth-service Login failed for user=3123 reason=OUT_OF_MEMORY env=prod customer complaint opened exception raised,prod,ERROR,auth-service,auth,OUT_OF_MEMORY,235,26,21,0,1,0,0,0,0,1,1,1,0,0,0,pro,23,1
2026-04-15T10:44:08Z ERROR notification-service SMTP timeout for customer=3124 env=prod enterprise customer affected every request failing,prod,ERROR,notification-service,notifications,UNKNOWN,305,131,21,0,0,0,1,0,0,0,0,1,0,0,0,enterprise,138,1
2026-04-15T10:45:15Z ERROR search-service Search query failed user=3125 error=SEARCH_TIMEOUT env=dev urgent sev1 enterprise customer affected all users impacted,dev,ERROR,search-service,search,SEARCH_TIMEOUT,705,46,21,0,0,0,1,0,0,0,1,1,0,1,0,enterprise,25,1
2026-04-15T10:46:22Z ERROR reporting-service Scheduled export failed tenant=tenant-6 error=EXPORT_TIMEOUT env=staging manual retry possible,staging,ERROR,reporting-service,reporting,EXPORT_TIMEOUT,75,46,21,0,0,0,1,0,0,0,1,0,0,0,0,free,23,0
2026-04-15T10:47:29Z WARN ui-service Frontend exception during checkout env=staging every request failing,staging,WARN,ui-service,ui,UNKNOWN,145,101,21,1,0,0,0,0,0,1,0,1,0,0,0,free,27,1
2026-04-15T10:48:36Z ERROR integrations-service Partner webhook failed partner=tenant-8 error=PARTNER_API_DOWN env=prod single request failure exception raised,prod,ERROR,integrations-service,integrations,PARTNER_API_DOWN,155,26,21,0,0,0,0,0,0,1,1,0,0,0,0,pro,73,1
2026-04-15T10:49:43Z ERROR identity-service Session validation failed for user=3129 reason=OUT_OF_MEMORY env=staging repeated spike after deploy every request failing all users impacted exception raised,staging,ERROR,identity-service,auth,OUT_OF_MEMORY,575,176,1,0,1,0,0,0,0,1,1,1,0,0,0,free,5,1
2026-04-15T10:50:50Z WARN reporting-service Scheduled export failed tenant=tenant-10 error=EXPORT_TIMEOUT env=staging post-deploy regression,staging,WARN,reporting-service,reporting,EXPORT_TIMEOUT,25,36,1,0,0,0,1,0,0,0,1,0,0,0,0,free,23,0
2026-04-15T10:51:57Z ERROR ui-service Frontend exception during checkout env=dev all users impacted enterprise customer affected vip tenant impacted,dev,ERROR,ui-service,ui,UNKNOWN,825,11,21,1,0,0,0,0,0,1,0,1,0,0,0,enterprise,23,1
2026-04-15T10:52:04Z WARN auth-service Login failed for user=3132 reason=TOKEN_EXPIRED env=prod post-deploy regression,prod,WARN,auth-service,auth,TOKEN_EXPIRED,185,16,1,0,1,0,0,0,0,0,1,1,0,0,0,pro,25,1
2026-04-15T10:53:11Z ERROR checkout-service Checkout request rejected for user=3133 error=DB_TIMEOUT env=prod all users impacted customer complaint opened single request failure checkout impacted exception raised,prod,ERROR,checkout-service,payments,DB_TIMEOUT,775,31,21,1,0,1,1,0,0,1,1,1,0,0,0,pro,20,1
2026-04-15T10:54:18Z INFO auth-service Login failed for user=3134 reason=SESSION_INVALID env=dev enterprise customer affected,dev,INFO,auth-service,auth,SESSION_INVALID,235,16,21,0,1,0,0,0,0,0,1,1,0,0,0,enterprise,8,0
2026-04-15T10:55:25Z ERROR ui-service Frontend exception during checkout env=prod all users impacted sla breach risk,prod,ERROR,ui-service,ui,UNKNOWN,775,11,21,1,0,0,0,0,0,1,0,1,0,1,0,pro,65,1
2026-04-15T10:56:32Z ERROR ui-service Frontend exception during checkout env=prod sla breach risk customer complaint opened enterprise customer affected,prod,ERROR,ui-service,ui,UNKNOWN,425,11,21,1,0,0,0,0,0,1,0,1,0,1,0,enterprise,65,1
2026-04-15T10:57:39Z WARN search-service Search query failed user=3137 error=SEARCH_TIMEOUT env=prod fallback available workaround vip tenant impacted repeated spike after deploy,prod,WARN,search-service,search,SEARCH_TIMEOUT,255,86,1,0,0,0,1,0,0,0,1,1,1,0,0,enterprise,77,1
2026-04-15T10:58:46Z WARN auth-service Login failed for user=3138 reason=TOKEN_EXPIRED env=staging urgent sev1 post-deploy regression,staging,WARN,auth-service,auth,TOKEN_EXPIRED,105,16,1,0,1,0,0,0,0,0,1,1,0,1,0,free,12,1
2026-04-15T10:59:53Z ERROR search-service Search query failed user=3139 error=SEARCH_TIMEOUT env=prod every request failing manual retry possible vip tenant impacted,prod,ERROR,search-service,search,SEARCH_TIMEOUT,305,146,21,0,0,0,1,0,0,0,1,1,0,0,0,enterprise,77,1
2026-04-15T10:00:00Z WARN notification-service SMTP timeout for customer=3140 env=prod post-deploy regression urgent sev1,prod,WARN,notification-service,notifications,UNKNOWN,105,21,1,0,0,0,1,0,0,0,0,1,0,1,0,pro,138,1
2026-04-15T10:01:07Z WARN ui-service Frontend exception during checkout env=dev enterprise customer affected repeated spike after deploy post-deploy regression,dev,WARN,ui-service,ui,UNKNOWN,275,51,1,1,0,0,0,0,0,1,0,1,0,0,0,enterprise,23,1
2026-04-15T10:02:14Z WARN frontend-service Checkout button not responding for browser=safari env=prod post-deploy regression manual retry possible sla breach risk,prod,WARN,frontend-service,ui,UNKNOWN,225,1,1,1,0,0,0,0,0,0,0,1,0,1,0,pro,93,1
2026-04-15T10:03:21Z ERROR reporting-service Scheduled export failed tenant=tenant-23 error=DB_TIMEOUT env=prod enterprise customer affected urgent sev1 fallback available workaround exception raised,prod,ERROR,reporting-service,reporting,DB_TIMEOUT,305,46,21,0,0,1,1,0,0,1,1,1,1,1,0,enterprise,53,1
2026-04-15T10:04:28Z ERROR frontend-service Checkout button not responding for browser=safari env=prod vip tenant impacted enterprise customer affected,prod,ERROR,frontend-service,ui,UNKNOWN,425,11,21,1,0,0,0,0,0,0,0,1,0,0,0,enterprise,93,1
2026-04-15T10:05:35Z ERROR reporting-service Scheduled export failed tenant=tenant-25 error=DB_TIMEOUT env=dev manual retry possible exception raised,dev,ERROR,reporting-service,reporting,DB_TIMEOUT,55,46,21,0,0,1,1,0,0,1,1,0,0,0,0,free,18,0
2026-04-15T10:06:42Z INFO search-service Search query failed user=3146 error=INDEX_UNAVAILABLE env=staging single request failure,staging,INFO,search-service,search,INDEX_UNAVAILABLE,25,16,21,0,0,0,0,0,0,0,1,1,0,0,0,free,26,0
2026-04-15T10:07:49Z WARN frontend-service Checkout button not responding for browser=safari env=prod every request failing sla breach risk customer complaint opened,prod,WARN,frontend-service,ui,UNKNOWN,225,101,21,1,0,0,0,0,0,0,0,1,0,1,0,pro,93,1
2026-04-15T10:08:56Z WARN integrations-service Partner webhook failed partner=tenant-28 error=PARTNER_API_DOWN env=dev vip tenant impacted urgent sev1 customer complaint opened exception raised,dev,WARN,integrations-service,integrations,PARTNER_API_DOWN,155,16,21,0,0,0,0,0,0,1,1,1,0,1,0,enterprise,20,0
2026-04-15T10:09:03Z FATAL auth-service Login failed for user=3149 reason=TOKEN_EXPIRED env=prod enterprise customer affected fallback available workaround crash detected,prod,FATAL,auth-service,auth,TOKEN_EXPIRED,455,46,21,0,1,0,0,0,0,0,1,1,1,0,1,enterprise,25,1
2026-04-15T10:10:10Z FATAL auth-service Login failed for user=3150 reason=TOKEN_EXPIRED env=prod all users impacted manual retry possible fallback available workaround crash detected,prod,FATAL,auth-service,auth,TOKEN_EXPIRED,805,46,21,0,1,0,0,0,0,0,1,1,1,0,1,pro,25,1
2026-04-15T10:11:17Z ERROR auth-service Login failed for user=3151 reason=OUT_OF_MEMORY env=prod single request failure urgent sev1 customer complaint opened exception raised,prod,ERROR,auth-service,auth,OUT_OF_MEMORY,235,26,21,0,1,0,0,0,0,1,1,1,0,1,0,pro,23,1
2026-04-15T10:12:24Z WARN frontend-service Checkout button not responding for browser=safari env=prod sla breach risk,prod,WARN,frontend-service,ui,UNKNOWN,225,1,21,1,0,0,0,0,0,0,0,1,0,1,0,pro,93,0
2026-04-15T10:13:31Z ERROR ui-service Frontend exception during checkout env=prod enterprise customer affected all users impacted manual retry possible,prod,ERROR,ui-service,ui,UNKNOWN,925,11,21,1,0,0,0,0,0,1,0,1,0,0,0,enterprise,65,1
2026-04-15T10:14:38Z ERROR integrations-service Partner webhook failed partner=tenant-34 error=WEBHOOK_TIMEOUT env=staging manual retry possible,staging,ERROR,integrations-service,integrations,WEBHOOK_TIMEOUT,75,46,21,0,0,0,1,0,0,0,1,0,0,0,0,free,47,0
2026-04-15T10:15:45Z WARN notification-service SMTP timeout for customer=3155 env=prod fallback available workaround urgent sev1 repeated spike after deploy,prod,WARN,notification-service,notifications,UNKNOWN,105,71,1,0,0,0,1,0,0,0,0,1,1,1,0,pro,138,1
2026-04-15T10:16:52Z WARN search-service Search query failed user=3156 error=SEARCH_TIMEOUT env=prod vip tenant impacted fallback available workaround,prod,WARN,search-service,search,SEARCH_TIMEOUT,255,36,21,0,0,0,1,0,0,0,1,1,1,0,0,enterprise,77,1
2026-04-15T10:17:59Z WARN payment-service Charge failed order_id=11157 user=3157 error=DB_TIMEOUT env=prod vip tenant impacted every request failing sla breach risk checkout impacted exception raised,prod,WARN,payment-service,payments,DB_TIMEOUT,375,136,21,1,0,1,1,0,0,1,1,1,0,1,0,enterprise,18,1
2026-04-15T10:18:06Z ERROR search-service Search query failed user=3158 error=SEARCH_TIMEOUT env=prod all users impacted,prod,ERROR,search-service,search,SEARCH_TIMEOUT,655,46,21,0,0,0,1,0,0,0,1,1,0,0,0,pro,77,1
2026-04-15T10:19:13Z WARN payment-service Charge failed order_id=11159 user=3159 error=RATE_LIMIT env=staging sla breach risk customer complaint opened every request failing,staging,WARN,payment-service,payments,RATE_LIMIT,145,116,21,1,0,0,0,1,0,0,1,1,0,1,0,free,10,1
2026-04-15T10:20:20Z INFO notification-service SMTP timeout for customer=3160 env=staging vip tenant impacted,staging,INFO,notification-service,notifications,UNKNOWN,175,21,21,0,0,0,1,0,0,0,0,1,0,0,0,enterprise,74,0
2026-04-15T10:21:27Z FATAL checkout-service Checkout request rejected for user=3161 error=CARD_TOKEN_ERROR env=staging enterprise customer affected fallback available workaround crash detected,staging,FATAL,checkout-service,payments,CARD_TOKEN_ERROR,415,31,21,1,1,0,0,0,0,0,1,1,1,0,1,enterprise,12,1
2026-04-15T10:22:34Z WARN ui-service Frontend exception during checkout env=staging manual retry possible post-deploy regression vip tenant impacted,staging,WARN,ui-service,ui,UNKNOWN,295,1,1,1,0,0,0,0,0,1,0,1,0,0,0,enterprise,27,1
2026-04-15T10:23:41Z FATAL notification-service SMTP timeout for customer=3163 env=dev vip tenant impacted crash detected,dev,FATAL,notification-service,notifications,UNKNOWN,275,51,21,0,0,0,1,0,0,0,0,1,0,0,1,enterprise,54,1
2026-04-15T10:24:48Z WARN checkout-service Checkout request rejected for user=3164 error=PAYMENT_GATEWAY_DOWN env=staging repeated spike after deploy sla breach risk exception raised,staging,WARN,checkout-service,payments,PAYMENT_GATEWAY_DOWN,145,51,1,1,0,0,0,0,0,1,1,1,0,1,0,free,17,1
